start word,end word,solution,number of words
auxin,agree,"auxin,aubin,albin,alban,allan,allen,alley,agley,aglee,agree",10
min,wob,"min,win,won,wob",4
arche,snork,"arche,arcae,areae,arere,brere,blere,blare,slare,snare,snore,snork",11
rasty,wifed,"rasty,wasty,wanty,waney,winey,wined,wifed",7
tewa,edge,"tewa,teda,leda,lede,lege,luge,euge,edge",8
spree,evens,"spree,siree,sires,fires,firns,pirns,pians,plans,elans,evans,evens",11
cumara,argols,"cumara,curara,curare,curate,aurate,aurite,auride,arride,arrive,argive,argine,arsine,arsino,arsono,arsons,argons,argols",17
stm,pes,"stm,sam,pam,pas,pes",5
robed,griph,"robed,roped,coped,copes,copps,coops,crops,crips,grips,griph",10
amate,savvy,"amate,acate,acute,scute,saute,sauve,salve,salvy,savvy",9
holed,tahua,"holed,toled,taled,tales,talus,tagus,tagua,tahua",8
arc,hia,"arc,ara,awa,hwa,hia",5
tosy,barf,"tosy,cosy,cory,cary,carf,barf",6
avick,hafis,"avick,alick,flick,flics,flits,faits,waits,wafts,hafts,hafis",10
esp,por,"esp,csp,cop,pop,por",5
preday,dubber,"preday,predry,pretry,pretty,pratty,pratey,prated,crated,coated,cotted,hotted,hotbed,hobbed,dobbed,dubbed,dubber",16
ule,eds,"ule,ale,ade,ads,eds",5
furzy,undry,"furzy,furry,ferry,serry,seary,snary,unary,undry",8
corn,glis,"corn,born,bors,bois,gois,glis",6
darg,cobs,"darg,garg,gars,cars,cabs,cobs",6
por,pdl,"por,pol,pdl",3
reeker,lasket,"reeker,reeder,render,lender,lander,lanker,lanket,lasket",8
tum,two,"tum,tam,tao,two",4
adin,buhl,"adin,akin,akia,akra,aura,bura,burl,buhl",8
cfm,cuj,"cfm,cum,cuj",3
brail,drone,"brail,trail,traik,trank,tronk,trone,drone",7
correl,reseen,"correl,cordel,corded,codded,rodded,redded,redeed,reseed,reseen",9
zambo,pingo,"zambo,mambo,mamba,manba,manga,mango,mingo,pingo",8
sozly,fleet,"sozly,soily,shily,shill,shell,sheel,sheet,sleet,fleet",9
cytisus,packets,"cytisus,cytinus,cotinus,colinus,colonus,colones,cojones,cajones,cajoles,cajoled,caroled,carkled,cackled,hackled,hackles,hackees,hackers,packers,packets",19
mcg,lsc,"mcg,mag,lag,lac,lsc",5
tsp,lam,"tsp,tap,lap,lam",4
serb,pacu,"serb,sera,sara,para,paca,pacu",6
shoos,kakan,"shoos,shoes,shoer,shyer,sayer,mayer,maker,makar,kakar,kakan",10
iwa,wry,"iwa,awa,ara,ary,wry",5
xat,khu,"xat,dat,dau,dhu,khu",5
fac,ila,"fac,sac,saa,sla,ila",5
turret,bawtie,"turret,terret,territ,terrie,tarrie,carrie,carnie,cawnie,tawnie,tawtie,bawtie",11
vied,tway,"vied,fied,fred,frey,trey,tray,tway",7
nizy,bord,"nizy,sizy,sidy,sody,sory,sord,bord",7
gippy,peter,"gippy,pippy,pappy,papey,paper,pater,peter",7
sofar,fifth,"sofar,sofas,soras,sorts,forts,forth,firth,fifth",8
ofo,toy,"ofo,oho,tho,too,toy",5
lodges,sinian,"lodges,longes,conges,congas,tongas,tongan,tungan,dungan,durgan,durian,dirian,sirian,sinian",13
lepric,arrand,"lepric,leprid,leptid,peptid,peptic,pectic,pectin,pecten,perten,perter,pester,rester,rested,reseed,resend,revend,revent,revest,devest,divest,direst,airest,arrest,arrent,arrant,arrand",26
aunts,zaire,"aunts,hunts,hants,hanks,haiks,hairs,haire,zaire",8
boning,stores,"boning,coning,conins,conies,contes,conter,cooter,sooter,stoter,storer,stores",11
fail,kafa,"fail,fall,fala,kala,kafa",5
swa,nun,"swa,twa,tua,tun,nun",5
drawl,lenos,"drawl,brawl,braws,brads,beads,leads,lends,lenos",8
givin,lungs,"givin,given,liven,linen,lines,lunes,lungs",7
pea,lao,"pea,lea,leo,lao",4
wast,blay,"wast,bast,best,beat,blat,blay",6
aurei,jowls,"aurei,aures,cures,cores,yores,yowes,yowls,jowls",8
corv,maps,"corv,conv,cons,mons,mans,maps",6
covey,guars,"covey,cavey,carey,carry,curry,gurry,guary,guars",8
pdq,dkl,"pdq,pdl,pal,dal,dkl",5
vina,keek,"vina,kina,kink,kick,keck,keek",6
pomel,trait,"pomel,pomes,comes,comps,coops,crops,craps,traps,trapt,trait",10
sonica,boatel,"sonica,sonics,conics,conies,contes,conter,coater,boater,boatel",9
lowser,willey,"lowser,bowser,bowler,boller,biller,willer,willey",7
iambs,kerry,"iambs,gambs,garbs,darbs,darby,derby,derry,kerry",8
eelier,pounce,"eelier,belier,belder,beader,blader,blades,glades,grades,granes,grants,grunts,grunth,grunch,gaunch,haunch,haunce,hounce,pounce",18
fent,like,"fent,lent,lint,line,like",5
filator,bullier,"filator,dilator,delator,delater,delayer,belayer,bilayer,billyer,willyer,willier,willies,billies,bullies,bullier",14
mxd,poh,"mxd,mod,pod,poh",4
null,orlo,"null,lull,lill,lily,oily,orly,orlo",7
mirak,varas,"mirak,zirak,ziram,hiram,haram,haras,varas",7
dilli,selli,"dilli,dills,sills,sells,selli",5
esp,zek,"esp,csp,cep,zep,zek",5
prise,choel,"prise,prose,crose,cross,crops,chops,choes,choel",8
orbic,wools,"orbic,urbic,ureic,areic,artic,antic,antis,aitis,mitis,mitts,motts,moots,mools,wools",14
iowt,aeon,"iowt,mowt,moot,loot,loon,leon,aeon",7
dowf,slur,"dowf,sowf,sowl,soul,sour,slur",6
shure,typic,"shure,shore,shope,shops,chops,coops,copps,copis,topis,topic,typic",11
fane,craw,"fane,bane,bans,baas,bras,braw,craw",7
jail,marl,"jail,mail,marl",3
mlx,ass,"mlx,max,mas,aas,ass",5
forcut,demain,"forcut,forcet,forces,fortes,cortes,certes,certis,certie,bertie,bertin,berain,betain,detain,demain",14
malval,debugs,"malval,valval,vulval,vulvar,vulgar,bulgar,bulger,bulges,bulies,belies,delies,demies,demits,debits,debuts,debugs",16
naled,flain,"naled,paled,palet,salet,splet,split,spait,slait,slain,flain",10
helium,upgrew,"helium,telium,tedium,medium,medius,medias,mediae,medine,aedine,andine,undine,unfine,unfile,unfele,unfelt,unbelt,unbolt,unboot,unsoot,unslot,unslow,unplow,upplow,upblow,upbrow,upgrow,upgrew",27
meddle,jarana,"meddle,maddle,caddle,candle,canale,canals,cabals,cabala,cabana,cacana,jacana,jarana",12
slock,mated,"slock,sleck,sleek,sleer,slyer,sayer,mayer,mater,mated",9
blet,roue,"blet,bret,brut,bout,rout,roue",6
wilds,syncs,"wilds,winds,binds,bunds,bundh,bunch,lunch,lynch,synch,syncs",10
entea,knock,"entea,entia,endia,india,indra,indri,ineri,inerm,inarm,inark,knark,knack,knock",13
eably,snibs,"eably,sably,saily,shily,shiny,shins,shies,snies,snibs",9
syed,glar,"syed,sled,gled,glad,glar",5
alish,puked,"alish,arish,arise,prise,paise,parse,purse,puree,pured,puked",10
reliner,splices,"reliner,repiner,rapiner,rapines,ravines,savines,salines,splines,splices",9
juv,keb,"juv,jud,jed,ked,keb",5
lum,osi,"lum,lui,oui,osi",4
jer,aid,"jer,aer,air,aid",4
sievy,wudge,"sievy,sieve,siege,seege,sedge,wedge,wudge",7
pairing,munched,"pairing,parring,parking,perking,jerking,jerkins,jerkies,jerkier,perkier,peakier,beakier,brakier,brasier,brasher,brashes,braches,beaches,benches,bunches,munches,munched",21
ivan,nuda,"ivan,evan,even,eden,edea,edda,euda,nuda",8
sight,birma,"sight,sighs,sikhs,sikes,sires,fires,firms,firma,birma",9
cubing,yawing,"cubing,curing,caring,cawing,yawing",5
ikon,pies,"ikon,iron,pron,pion,pien,pies",6
ume,gen,"ume,ure,gre,gee,gen",5
didna,sikes,"didna,diana,diaka,dinka,dinks,sinks,sines,sikes",8
jeu,poe,"jeu,jee,pee,poe",4
adz,bus,"adz,ads,bds,bus",4
rees,doge,"rees,dees,does,dogs,doge",5
six,kyl,"six,sil,kil,kyl",4
epi,bit,"epi,bpi,bpt,bit",4
awm,xxv,"awm,lwm,lim,liv,xiv,xxv",6
fells,laius,"fells,mells,malls,mails,maius,laius",6
cize,zain,"cize,cine,cane,cann,cain,zain",6
mortal,cabots,"mortal,morral,corral,corial,curial,curiae,curite,curate,carate,carane,carone,carole,carols,carobs,cabobs,cabots",16
ont,lot,"ont,oot,lot",3
abl,tua,"abl,aal,tal,taa,tua",5
ans,ula,"ans,uns,una,ula",4
noix,phys,"noix,noil,poil,phil,phis,phys",6
shrunk,jazzes,"shrunk,shrink,shrine,serine,serins,sarins,satins,latins,lapins,lapies,lazies,jazies,jazzes",13
wen,arn,"wen,een,ern,arn",4
taps,vite,"taps,tips,tits,tite,vite",5
phoo,cere,"phoo,phon,peon,pern,cern,cere",6
nut,gol,"nut,gut,got,gol",4
silks,ridge,"silks,sinks,rinks,rings,ringe,ridge",6
ruth,lerp,"ruth,auth,aute,lute,lete,lere,lerp",7
hiving,senhor,"hiving,living,loving,coving,coning,conins,conies,contes,conter,center,censer,censor,sensor,senhor",14
hcf,arr,"hcf,pcf,prf,arf,arr",5
moe,zar,"moe,mae,mar,zar",4
tec,xat,"tec,bec,bac,bat,xat",5
islay,boyos,"islay,inlay,unlay,uplay,splay,solay,solan,solon,solos,bolos,boyos",11
pape,tait,"pape,tape,tace,tact,tait",5
urf,kim,"urf,arf,arm,aim,kim",5
lev,sac,"lev,lav,sav,sac",4
fancy,bredi,"fancy,fangy,bangy,bange,bauge,baume,brume,breme,brede,bredi",10
grot,maro,"grot,brot,boot,moot,mort,mart,maro",7
cobbed,samite,"cobbed,combed,combes,combos,compos,compts,compte,comite,somite,samite",10
hob,iva,"hob,hoy,hvy,ivy,iva",5
depa,kill,"depa,lepa,lipa,lila,lill,kill",6
maana,sours,"maana,manna,manta,santa,santy,sauty,saury,soury,sours",9
cinter,matres,"cinter,minter,manter,matter,mattes,matres",6
tahin,derma,"tahin,tarin,tarie,tarre,terre,terra,terma,derma",8
grozet,coxier,"grozet,grozer,crozer,croker,cooker,cooper,copper,copier,coxier",9
montu,glade,"montu,monte,moste,mosts,moats,goats,goads,glads,glade",9
loka,skit,"loka,soka,sora,sera,sert,seit,skit",7
ihs,bap,"ihs,ihp,bhp,bap",4
mbd,dod,"mbd,mod,dod",3
dalt,gois,"dalt,balt,bait,bais,bois,gois",6
heister,dodgery,"heister,reister,roister,rouster,louster,lousier,mousier,mossier,mussier,mustier,musties,mustees,musters,lusters,listers,linters,lingers,longers,lodgers,dodgers,dodgery",21
lipa,oyes,"lipa,lips,lies,lyes,oyes",5
dot,dil,"dot,dit,dil",3
arhat,reree,"arhat,arhar,achar,acher,ached,acred,aired,sired,siree,sfree,rfree,reree",12
cold,bosc,"cold,bold,bole,bose,bosc",5
abib,guam,"abib,abir,ahir,khir,khar,kuar,guar,guam",8
murine,alvine,"murine,marine,maline,meline,medine,aedine,aldine,alvine",8
gun,bit,"gun,bun,bin,bit",4
laths,grave,"laths,baths,batts,botts,boats,doats,drats,drate,grate,grave",10
says,yale,"says,sals,sale,yale",4
knark,poods,"knark,knars,gnars,gnats,goats,goads,goods,poods",8
yilt,marc,"yilt,milt,malt,mart,marc",5
jib,pom,"jib,job,pob,pom",4
merlin,hooves,"merlin,marlin,martin,hartin,harten,hasten,hasted,hosted,hooted,hooved,hooves",11
edge,bitt,"edge,euge,auge,aute,bute,bite,bitt",7
wany,roop,"wany,wand,rand,rond,rood,roop",6
hater,amids,"hater,eater,easer,eases,erses,arses,aries,amies,amids",9
whauve,catsos,"whauve,chauve,chaute,chaste,chasty,chasmy,chasms,chases,ceases,censes,censer,center,canter,cantor,cantos,cansos,catsos",17
sin,cud,"sin,sun,cun,cud",4
loins,unlay,"loins,coins,cains,sains,sails,saily,sally,salay,splay,uplay,unlay",11
zira,duhr,"zira,aira,aura,dura,durr,duhr",6
teras,bauno,"teras,terns,terne,berne,birne,biune,brune,bruno,bauno",9
zer,tsi,"zer,her,hei,hsi,tsi",5
huk,hoi,"huk,hui,hoi",3
crafts,guilds,"crafts,grafts,grants,granes,grades,grides,guides,guiles,guilds",9
viti,mogs,"viti,biti,boti,bots,mots,mogs",6
unaged,deseed,"unaged,unawed,snawed,snared,seared,teared,teated,tested,rested,reseed,deseed",11
gels,orcs,"gels,gees,gres,ores,orcs",5
yerks,titer,"yerks,merks,mirks,mires,tires,tirer,titer",7
gol,ern,"gol,gon,eon,ern",4
tiu,qto,"tiu,tid,qid,qtd,qto",5
nixe,rink,"nixe,nine,rine,rink",4
yug,edo,"yug,yus,yds,eds,edo",5
zapus,goxes,"zapus,zapas,papas,pacas,paces,paxes,poxes,goxes",8
rare,expy,"rare,pare,para,paha,psha,asha,ashy,aspy,espy,expy",10
stye,seis,"stye,skye,skys,skis,seis",5
cpo,dkm,"cpo,coo,doo,dom,dkm",5
basic,moxie,"basic,baric,boric,moric,monic,monie,moxie",7
islets,chined,"islets,inlets,inless,inness,inners,inters,enters,eaters,caters,capers,copers,cooers,cooees,cooeed,cooled,coiled,coined,chined",18
sial,loto,"sial,sill,lill,loll,lolo,loto",6
gram,tern,"gram,tram,team,term,tern",5
jetty,semee,"jetty,betty,benty,denty,dents,denes,demes,semes,semee",9
wei,cto,"wei,wee,cee,cte,cto",5
eosin,casky,"eosin,cosin,cosen,cosey,casey,casky",6
fei,txt,"fei,fet,fat,tat,txt",5
gov,urn,"gov,goa,gra,ura,urn",5
seg,ids,"seg,beg,bes,bds,ids",5
dormin,adonic,"dormin,formin,fortin,cortin,contin,pontin,postin,postic,mostic,mistic,miotic,biotic,bionic,pionic,pronic,ironic,iconic,aconic,adonic",19
gushers,porters,"gushers,bushers,bashers,basters,pasters,posters,porters",7
pts,rum,"pts,pus,rus,rum",4
akin,veri,"akin,skin,sain,vain,vein,vern,veri",7
lumbus,gasper,"lumbus,limbus,limbos,bimbos,bambos,jambos,jambes,jamber,camber,camper,casper,gasper",12
dsp,sel,"dsp,ssp,sep,sel",4
yus,bsf,"yus,bus,bes,bef,bsf",5
crees,musar,"crees,frees,freer,fryer,pryer,payer,mayer,maser,muser,musar",10
una,sey,"una,ana,any,sny,sey",5
stam,feck,"stam,seam,seak,feak,feck",5
mace,perp,"mace,pace,pare,pere,perp",5
walk,reis,"walk,balk,bals,rals,rais,reis",6
oke,gaj,"oke,oie,gie,gae,gaj",5
agsam,morne,"agsam,assam,assay,essay,esbay,embay,ambay,ambas,amias,arias,arras,auras,muras,moras,morns,morne",16
bosk,soot,"bosk,book,sook,soot",4
griphe,basins,"griphe,grippe,grippy,gripey,grapey,grapes,graves,goaves,soaves,solves,selves,serves,series,serins,sarins,sasins,basins",17
mao,fiz,"mao,lao,laz,liz,fiz",5
razz,tees,"razz,jazz,jasz,jass,tass,tess,tees",7
lile,chad,"lile,mile,miae,miao,ciao,chao,chad",7
natl,guar,"natl,nael,gael,goel,goal,goar,guar",7
losing,atturn,"losing,rosing,rasing,raving,ravins,ravens,ravers,raters,eaters,esters,asters,astern,attern,atturn",14
eagle,clava,"eagle,earle,carle,carte,caite,clite,clive,clave,clava",9
twint,cuban,"twint,taint,tains,cains,carns,curns,cures,cubes,cubas,cuban",10
rauk,piff,"rauk,bauk,bark,barf,baff,biff,piff",7
mume,fama,"mume,fume,fame,fama",4
begs,dike,"begs,legs,lege,lige,like,dike",6
lcm,wob,"lcm,ccm,com,cob,wob",5
acrisy,perdie,"acrisy,acrity,acrite,scrite,scride,stride,striae,strial,serial,serian,serran,terran,terrae,terrie,perrie,perdie",16
droved,novela,"droved,dromed,doomed,boomed,booked,cooked,cooeed,cooees,cooers,covers,hovers,hovels,novels,novela",14
vainly,pedata,"vainly,fainly,fainty,faints,feints,feists,feasts,beasts,boasts,coasts,coapts,compts,compte,comate,pomate,potate,petate,pedate,pedata",19
mem,rpm,"mem,rem,rpm",3
moca,oofy,"moca,coca,cora,cory,oory,oofy",6
pion,wits,"pion,bion,bios,bits,wits",5
nom,jah,"nom,nam,jam,jah",4
crocky,dicers,"crocky,crocks,chocks,checks,cheeks,cheers,sheers,shyers,sayers,savers,sivers,divers,dicers",13
finks,habet,"finks,fines,fanes,fabes,tabes,tabet,habet",7
tig,dex,"tig,dig,deg,dex",4
cornic,stalls,"cornic,carnic,carnac,carnal,carval,carvel,carves,calves,salves,solves,soaves,staves,stales,stalls",14
slier,sofar,"slier,slyer,sayer,safer,sofer,sofar",6
norsel,dilute,"norsel,morsel,morsal,morral,corral,corial,curial,curiae,curite,cerite,cerate,derate,delate,dilate,dilute",15
maille,mosque,"maille,taille,taigle,tangle,mangle,mangue,manque,masque,mosque",9
nearing,creeler,"nearing,bearing,bealing,belling,celling,colling,collins,collies,collier,coulier,coulter,counter,chunter,chanter,chaster,chester,cheeter,cheeker,creeker,creeler",20
cpd,eat,"cpd,cad,ead,eat",4
tawpie,hander,"tawpie,tawnie,pawnie,pawnee,pawner,panner,pander,hander",8
tfr,hat,"tfr,tar,tat,hat",4
laxism,newish,"laxism,lakism,lakish,rakish,rawish,rewish,newish",7
palt,owls,"palt,pals,aals,awls,owls",5
sax,kgf,"sax,wax,waf,kaf,kgf",5
nub,qid,"nub,nib,nid,qid",4
etang,folie,"etang,stang,shang,chang,chane,chase,cease,fease,fesse,fosse,fosie,folie",12
undo,wots,"undo,unde,inde,iode,wode,wote,wots",7
coin,dame,"coin,cain,dain,damn,dame",5
crissa,fixate,"crissa,crista,crusta,crusts,crests,chests,cherts,charts,clarts,clasts,coasts,coapts,compts,compte,comate,colate,folate,filate,fixate",19
pipa,hunh,"pipa,pupa,puna,pung,hung,hunh",6
tees,died,"tees,dees,dies,died",4
fantee,tamias,"fantee,santee,saltee,salter,malter,manter,mantes,mantas,manias,mafias,tafias,tamias",12
pcf,lye,"pcf,prf,pre,pye,lye",5
twain,pawer,"twain,swain,spain,spair,spaer,spyer,sayer,payer,pawer",9
ravine,streel,"ravine,savine,saline,spline,splint,sprint,sprent,strent,street,streel",10
roved,yenta,"roved,loved,lived,lined,vined,vinea,vinta,venta,yenta",9
enows,skiwy,"enows,snows,shows,shews,skews,skewy,skiwy",7
burga,spurl,"burga,murga,morga,morra,sorra,sorry,soury,sours,spurs,spurl",10
whf,ouf,"whf,waf,oaf,ouf",4
peps,junk,"peps,pups,puns,punk,junk",5
fans,fogo,"fans,fons,fogs,fogo",4
vicia,butat,"vicia,vicua,vicus,virus,vires,cires,cures,curet,buret,burut,butut,butat",12
acedy,celia,"acedy,acidy,acids,acies,acres,aures,cures,curls,culls,cells,cella,celia",12
regna,halos,"regna,reina,reins,rains,rails,hails,halls,halos",8
pari,coss,"pari,pasi,pass,cass,coss",5
dur,obv,"dur,our,oui,obi,obv",5
lek,krs,"lek,lak,las,kas,krs",5
paduan,uncalk,"paduan,papuan,capuan,caplan,callan,ballan,balian,badian,radian,radial,redial,medial,mediae,medine,aedine,andine,undine,untine,untile,untill,untall,uncall,uncalk",23
ofer,xref,"ofer,oker,okes,ores,pres,pref,xref",7
bagdi,peels,"bagdi,bandi,bands,rands,rends,reeds,reels,peels",8
meq,emf,"meq,req,res,rms,ems,emf",6
unhung,cooler,"unhung,unrung,unring,enring,earing,caring,coring,coning,conins,conies,contes,conter,cooter,cooler",14
alp,mil,"alp,all,ail,mil",4
mike,fern,"mike,fike,fire,fere,fern",5
bilo,meow,"bilo,milo,miao,mian,mean,meaw,meow",7
tains,drove,"tains,pains,paine,prine,prone,drone,drove",7
ord,saw,"ord,oad,sad,saw",4
tovet,ssort,"tovet,covet,comet,compt,coapt,chapt,chart,chort,short,ssort",10
aet,fei,"aet,fet,fei",3
bis,gem,"bis,gis,ges,gem",4
aht,pop,"aht,pht,pot,pop",4
rip,can,"rip,rap,cap,can",4
bomi,loan,"bomi,bori,lori,lorn,loan",5
hah,avg,"hah,aah,ash,asg,avg",5
aix,pur,"aix,pix,pir,pur",4
aker,vext,"aker,sker,seer,neer,neet,next,vext",7
rudas,zaxes,"rudas,rudds,sudds,sudes,sades,saxes,zaxes",7
nere,fris,"nere,fere,fers,feis,fris",5
teal,moph,"teal,meal,meas,moas,mops,moph",6
flag,term,"flag,slag,slam,seam,team,term",6
hupa,qats,"hupa,pupa,papa,pata,pats,qats",6
gtd,mas,"gtd,mtd,mad,mas",4
chit,afar,"chit,clit,clat,clar,alar,afar",6
cribs,dalan,"cribs,dribs,drubs,daubs,darbs,dares,dales,daler,dalar,dalan",10
pad,tem,"pad,tad,ted,tem",4
wiz,nol,"wiz,fiz,fil,nil,nol",5
singe,dirge,"singe,dinge,dirge",3
boe,ltr,"boe,loe,lor,ltr",4
dory,bumf,"dory,dors,bors,burs,bums,bumf",6
sam,lwp,"sam,lam,lwm,lwp",4
goloe,leper,"goloe,golee,galee,gagee,gager,lager,leger,leper",8
regr,yelp,"regr,rear,hear,heap,help,yelp",6
doon,pooh,"doon,poon,pooh",3
mewed,comer,"mewed,mowed,cowed,cower,comer",5
prosit,respin,"prosit,promit,promic,pronic,pionic,bionic,biotic,miotic,mistic,fistic,fustic,fustin,dustin,destin,despin,respin",16
range,enapt,"range,bange,bauge,baume,brume,breme,creme,crepe,crept,erept,erect,exect,exact,enact,enapt",15
gas,fcp,"gas,fas,fcs,fcp",4
woe,pet,"woe,poe,pee,pet",4
hot,hyd,"hot,hod,hyd",3
medio,bedub,"medio,media,redia,redig,redug,redub,bedub",7
navely,gramme,"navely,namely,gamely,gamily,gauily,gluily,glumly,grumly,grumpy,grumps,gramps,grampa,gramma,gramme",14
yupon,bucku,"yupon,yapon,lapon,lapin,lapis,lacis,bacis,backs,bucks,bucku",10
yoho,petr,"yoho,boho,baho,paho,peho,peto,petr",7
jets,boll,"jets,bets,bels,bell,boll",5
musit,habab,"musit,muset,muser,maser,maker,makar,kakar,kabar,kabab,habab",10
baume,gluma,"baume,blume,glume,gluma",4
ecu,ugh,"ecu,esu,usu,ush,ugh",5
weir,xiii,"weir,heir,heil,veil,vell,vill,vili,viii,xiii",9
isz,gez,"isz,ise,ire,gre,gee,gez",6
wynds,bowed,"wynds,wands,bands,bonds,bones,boned,bowed",7
axin,bong,"axin,alin,blin,bein,benn,beng,bong",7
blo,oft,"blo,alo,alt,aft,oft",5
gul,yot,"gul,gol,got,yot",4
erg,pau,"erg,erd,ead,pad,pau",5
ubi,nam,"ubi,fbi,fei,fem,fam,nam",6
noetic,zoetic,"noetic,zoetic",2
pomes,faden,"pomes,fomes,fames,fades,faden",5
tua,nig,"tua,tug,tig,nig",4
anent,bulla,"anent,arent,brent,beent,beant,beans,beats,belts,bells,bulls,bulla",11
guly,lurk,"guly,gula,lula,lura,lurk",5
takin,acate,"takin,tarin,tarie,tarte,carte,caite,clite,alite,alate,acate",10
tick,taro,"tick,tack,taco,taro",4
uta,frt,"uta,ura,fra,frt",4
marg,mend,"marg,mang,meng,mend",4
mails,askew,"mails,malls,males,tales,takes,taked,tsked,asked,askew",9
ros,roy,"ros,roy",2
dept,toho,"dept,depe,tepe,tope,topo,toho",6
fain,dice,"fain,dain,damn,dame,dime,dice",6
gil,dot,"gil,dil,dol,dot",4
basest,banked,"basest,barest,carest,caress,carers,corers,cooers,cooees,cooeed,cooked,booked,bonked,banked",13
slop,gals,"slop,glop,goop,golp,galp,gals",6
seppa,knoll,"seppa,septa,septs,seats,spats,spate,spale,spall,spell,snell,knell,knoll",12
argons,grison,"argons,arsons,arsono,arsino,arsine,alsine,aldine,aedine,medine,mediae,medial,menial,genial,genian,genion,genson,geison,grison",18
bauta,dough,"bauta,bruta,brute,brule,boule,bouge,bough,dough",8
winly,bahar,"winly,wanly,wally,bally,balli,balai,bahai,bahar",8
straw,fibre,"straw,seraw,serai,terai,terri,ferri,ferry,firry,fibry,fibre",10
perk,skys,"perk,park,pars,pays,says,skys",6
dab,frs,"dab,fab,fas,frs",4
skag,turi,"skag,shag,shai,shri,sari,tari,turi",7
eggy,wraf,"eggy,eggs,ergs,eras,gras,graf,wraf",7
alod,reps,"alod,clod,clos,coos,cops,ceps,reps",7
spl,rld,"spl,apl,all,ald,rld",5
laz,not,"laz,lat,nat,not",4
poe,sar,"poe,soe,sae,sar",4
cadua,shily,"cadua,carua,carus,sarus,sards,saids,sails,saily,shily",9
lear,raku,"lear,bear,baar,balr,balu,baku,raku",7
muff,coin,"muff,cuff,coff,coif,coin",5
hulky,nogal,"hulky,hulks,hulas,pulas,pupas,pupal,popal,nopal,nogal",9
gee,tug,"gee,tee,tue,tug",4
cults,uloid,"cults,colts,coots,clots,cloes,aloes,alois,aloid,uloid",9
rabi,furl,"rabi,babi,bari,buri,burl,furl",6
moudy,grave,"moudy,goudy,goldy,golds,goads,grads,grade,grave",8
yett,larn,"yett,lett,leet,laet,laen,larn",6
threw,haver,"threw,shrew,shred,sered,serer,sever,saver,haver",8
rab,yen,"rab,reb,ren,yen",4
coys,puca,"coys,cays,pays,pacs,paca,puca",6
ade,sml,"ade,ame,ama,sma,sml",5
jct,ram,"jct,rct,rat,ram",4
clog,note,"clog,clos,coos,cots,nots,note",6
syl,vie,"syl,sil,vil,vie",4
ment,acle,"ment,mint,aint,aine,acne,acle",6
lui,tug,"lui,tui,tug",3
ais,tor,"ais,tis,tos,tor",4
bhut,prim,"bhut,brut,brit,brim,prim",5
jow,grx,"jow,bow,box,gox,grx",5
skite,gulph,"skite,saite,saute,sauty,salty,silty,gilty,gilpy,gulpy,gulph",10
tori,kwan,"tori,kori,kuri,kurn,kuan,kwan",6
wan,iao,"wan,ian,iao",3
flue,ghuz,"flue,clue,coue,coud,chud,whud,whuz,ghuz",8
recon,cough,"recon,rewon,rewin,renin,ronin,conin,concn,conch,couch,cough",10
maia,logs,"maia,maga,mags,lags,logs",5
phoca,pilin,"phoca,choca,chopa,chops,coops,poops,pools,polls,pills,pilis,pilin",11
rax,our,"rax,fax,far,oar,our",5
wily,hler,"wily,pily,poly,holy,hoey,hoer,hler",7
apses,looks,"apses,apres,aures,cures,cores,corks,cooks,looks",8
ead,foy,"ead,fad,fod,foy",4
tapiro,winkle,"tapiro,tapirs,tapers,rapers,rakers,rakery,rakely,rarely,warely,wanely,wankly,wankle,winkle",13
pacta,damie,"pacta,patta,matta,matte,matie,mamie,damie",7
bon,vet,"bon,ben,bet,vet",4
iva,upo,"iva,uva,ura,uro,upo",5
lispers,gauffer,"lispers,listers,bisters,busters,butters,putters,puttees,putties,puttier,pettier,peatier,platier,slatier,slatter,slitter,glitter,gritter,grifter,grafter,graffer,gruffer,gauffer",22
wagered,subring,"wagered,wavered,havered,havened,ravened,raveled,gaveled,gaveler,gabeler,gabbler,babbler,babbles,bobbles,bobbies,bobbins,bobbing,sobbing,subbing,subring",19
pim,ios,"pim,pom,pos,ios",4
mtx,fem,"mtx,max,fax,fam,fem",5
anton,ratha,"anton,acton,actor,astor,aster,mster,mater,mates,maths,matha,ratha",11
braid,lindy,"braid,brand,brans,beans,beads,reads,rends,rinds,rindy,lindy",10
abede,eleme,"abede,abide,amide,amice,alice,alive,clive,cleve,eleve,eleme",10
blats,adits,"blats,blate,elate,elite,exite,exits,edits,adits",8
soar,boob,"soar,boar,boor,boob",4
sele,clio,"sele,selt,seit,slit,clit,clio",6
guly,tatu,"guly,huly,hulu,tulu,tutu,tatu",6
bugs,bens,"bugs,begs,bens",3
piscina,exacted,"piscina,discina,discing,disking,dirking,darking,parking,perking,jerking,jerkins,jerkies,jerkier,perkier,peakier,beakier,brakier,brasier,brasser,crasser,crosser,crosses,cresses,creases,ureases,uneases,uncases,uncased,uncaped,unraped,unriped,unrimed,unaimed,unarmed,unarted,unacted,enacted,exacted",37
gowds,kilim,"gowds,golds,gilds,silds,silos,kilos,kilom,kilim",8
bramia,thowel,"bramia,bremia,premia,pyemia,pyemic,phemic,chemic,chemin,chevin,cheven,chevet,crevet,crewet,crewel,trewel,trowel,thowel",17
after,zooty,"after,ofter,outer,cuter,cutey,cutty,cotty,cooty,zooty",9
